,Country ID,Religion,Reason For Leaving,Child Language,Reason Not Attending Regularly,HealthStaIssueFollowupStatus,VaccinationIssueFollowupStatus,total_Visit,Father Employment,Child Lives With,EducationIssue Followup Status,Sisters,Gender,Mother Employment,Attend Edu Voc Learn Regularly,Brothers,age,Favorite Subject,Project ID,NutritionIssue Followup Status,years_sponsorchip,nutritional_status_MUAC,v_Bacillus_BCG,v_Tetanus_DPT3,Attend Edu Voc Learn Regularly
357,7.0,0.0,0.0,11028.0,0.0,0.0,0.0,17.0,0.0,2.0,0.0,3.0,1.0,3.0,2.0,2.0,10.0,13.0,189401.0,0.0,0.0,0.0,0.0,0.0,2.0
360,2.0,0.0,0.0,13229.0,0.0,0.0,0.0,3.0,3.0,1.0,0.0,3.0,0.0,3.0,2.0,1.0,7.0,10.0,203054.0,0.0,2.0,0.0,0.0,0.0,2.0
362,6.0,12.0,0.0,15523.0,0.0,0.0,0.0,12.0,1.0,1.0,0.0,1.0,0.0,1.0,2.0,1.0,15.0,97.0,185162.0,0.0,2.0,0.0,0.0,0.0,2.0
369,6.0,12.0,0.0,21972.0,0.0,0.0,0.0,7.0,2.0,1.0,0.0,1.0,1.0,3.0,0.0,2.0,4.0,87.0,191492.0,0.0,2.0,0.0,1.0,1.0,0.0
372,6.0,12.0,0.0,21972.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,1.0,1.0,3.0,2.0,0.0,6.0,1.0,191492.0,0.0,0.0,0.0,1.0,1.0,2.0
376,2.0,0.0,0.0,13229.0,0.0,0.0,0.0,3.0,3.0,1.0,0.0,2.0,0.0,3.0,2.0,1.0,8.0,54.0,203054.0,0.0,2.0,0.0,0.0,0.0,2.0
378,6.0,12.0,0.0,21972.0,0.0,0.0,0.0,7.0,0.0,2.0,0.0,0.0,1.0,2.0,0.0,0.0,4.0,87.0,191492.0,0.0,0.0,0.0,1.0,1.0,0.0
380,2.0,0.0,0.0,13229.0,0.0,0.0,0.0,3.0,3.0,1.0,0.0,2.0,1.0,3.0,2.0,2.0,11.0,7.0,203054.0,0.0,2.0,0.0,0.0,0.0,2.0
381,7.0,0.0,0.0,11028.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,1.0,11.0,54.0,189401.0,0.0,0.0,0.0,0.0,0.0,2.0
383,6.0,12.0,0.0,21972.0,0.0,0.0,0.0,6.0,2.0,1.0,0.0,0.0,1.0,3.0,2.0,0.0,7.0,1.0,191492.0,0.0,0.0,0.0,1.0,1.0,2.0
385,6.0,12.0,0.0,21972.0,0.0,0.0,0.0,7.0,2.0,1.0,0.0,0.0,0.0,3.0,0.0,1.0,5.0,87.0,191492.0,0.0,2.0,0.0,1.0,1.0,0.0
387,6.0,12.0,0.0,21972.0,0.0,0.0,0.0,7.0,2.0,2.0,0.0,0.0,1.0,3.0,2.0,0.0,6.0,1.0,191492.0,0.0,3.0,0.0,0.0,0.0,2.0
391,6.0,12.0,0.0,21972.0,0.0,0.0,0.0,6.0,2.0,1.0,0.0,1.0,0.0,3.0,0.0,1.0,6.0,87.0,191492.0,0.0,0.0,0.0,1.0,1.0,0.0
394,6.0,12.0,0.0,21972.0,0.0,0.0,4.0,7.0,2.0,1.0,0.0,1.0,1.0,3.0,0.0,1.0,4.0,87.0,191492.0,0.0,2.0,0.0,1.0,1.0,0.0
395,6.0,12.0,0.0,21972.0,0.0,0.0,0.0,2.0,2.0,1.0,0.0,0.0,1.0,3.0,2.0,1.0,8.0,1.0,191492.0,0.0,0.0,0.0,0.0,0.0,2.0
397,2.0,0.0,0.0,13229.0,0.0,0.0,0.0,3.0,3.0,4.0,0.0,1.0,0.0,3.0,2.0,2.0,6.0,1.0,203054.0,0.0,2.0,0.0,0.0,0.0,2.0
398,2.0,0.0,0.0,13229.0,0.0,0.0,0.0,3.0,2.0,1.0,0.0,0.0,0.0,2.0,2.0,2.0,8.0,10.0,203054.0,0.0,2.0,0.0,0.0,0.0,2.0
403,7.0,0.0,0.0,11028.0,0.0,0.0,0.0,15.0,3.0,1.0,0.0,3.0,0.0,3.0,2.0,2.0,10.0,28.0,189401.0,0.0,0.0,0.0,0.0,0.0,2.0
406,2.0,0.0,0.0,13229.0,0.0,0.0,0.0,3.0,3.0,1.0,0.0,4.0,0.0,3.0,2.0,3.0,9.0,54.0,203054.0,0.0,3.0,0.0,0.0,0.0,2.0
411,6.0,12.0,0.0,15523.0,0.0,0.0,0.0,11.0,1.0,1.0,0.0,1.0,1.0,3.0,2.0,1.0,9.0,38.0,185162.0,0.0,2.0,0.0,0.0,0.0,2.0
414,6.0,12.0,0.0,21972.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,3.0,87.0,191492.0,0.0,0.0,0.0,1.0,0.0,0.0
419,1.0,0.0,0.0,12695.0,0.0,0.0,0.0,2.0,2.0,1.0,0.0,3.0,1.0,2.0,2.0,0.0,9.0,9.0,184150.0,0.0,0.0,0.0,0.0,0.0,2.0
424,2.0,0.0,0.0,13229.0,0.0,0.0,0.0,3.0,3.0,1.0,0.0,2.0,1.0,3.0,2.0,2.0,10.0,7.0,203054.0,0.0,2.0,0.0,0.0,0.0,2.0
428,6.0,12.0,0.0,21972.0,0.0,0.0,0.0,6.0,2.0,1.0,0.0,1.0,0.0,3.0,2.0,0.0,9.0,7.0,191492.0,0.0,3.0,0.0,0.0,0.0,2.0
433,6.0,12.0,0.0,15523.0,0.0,0.0,0.0,8.0,0.0,2.0,0.0,0.0,0.0,2.0,2.0,1.0,14.0,7.0,185162.0,0.0,0.0,0.0,0.0,0.0,2.0
436,6.0,12.0,0.0,21972.0,0.0,0.0,0.0,7.0,2.0,1.0,0.0,1.0,1.0,3.0,0.0,3.0,5.0,87.0,191492.0,0.0,2.0,0.0,1.0,1.0,0.0
437,2.0,0.0,0.0,13229.0,0.0,0.0,0.0,3.0,3.0,1.0,0.0,1.0,0.0,3.0,2.0,4.0,9.0,2.0,203054.0,0.0,3.0,0.0,0.0,0.0,2.0
438,2.0,0.0,0.0,13229.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,3.0,2.0,2.0,8.0,1.0,203054.0,0.0,2.0,0.0,0.0,0.0,2.0
439,2.0,0.0,0.0,13229.0,0.0,0.0,0.0,2.0,3.0,1.0,0.0,2.0,1.0,3.0,2.0,1.0,7.0,1.0,203054.0,0.0,3.0,0.0,0.0,0.0,2.0
440,7.0,0.0,0.0,11028.0,0.0,0.0,0.0,6.0,3.0,1.0,0.0,0.0,0.0,3.0,0.0,1.0,5.0,87.0,189401.0,0.0,2.0,0.0,0.0,0.0,0.0
443,2.0,0.0,0.0,13229.0,0.0,0.0,0.0,4.0,3.0,1.0,0.0,1.0,1.0,3.0,2.0,1.0,5.0,2.0,203054.0,0.0,2.0,0.0,0.0,0.0,2.0
446,3.0,6.0,0.0,15476.0,0.0,0.0,0.0,6.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,5.0,87.0,190473.0,0.0,0.0,0.0,0.0,0.0,0.0
447,7.0,0.0,0.0,11028.0,0.0,0.0,0.0,5.0,3.0,1.0,0.0,0.0,1.0,3.0,0.0,0.0,8.0,87.0,189401.0,0.0,2.0,0.0,0.0,0.0,0.0
449,7.0,0.0,0.0,11028.0,0.0,0.0,0.0,6.0,3.0,1.0,0.0,6.0,0.0,3.0,0.0,2.0,5.0,87.0,189401.0,0.0,2.0,0.0,0.0,0.0,0.0
451,2.0,0.0,0.0,13229.0,0.0,0.0,0.0,3.0,3.0,2.0,0.0,0.0,0.0,3.0,2.0,2.0,7.0,1.0,203054.0,0.0,2.0,0.0,0.0,0.0,2.0
452,2.0,0.0,0.0,13229.0,0.0,0.0,0.0,3.0,3.0,1.0,0.0,1.0,1.0,3.0,2.0,1.0,5.0,1.0,203054.0,0.0,2.0,0.0,0.0,0.0,2.0
453,6.0,12.0,0.0,21972.0,0.0,0.0,0.0,2.0,2.0,1.0,0.0,0.0,0.0,2.0,0.0,1.0,4.0,87.0,191492.0,0.0,0.0,0.0,1.0,1.0,0.0
456,2.0,0.0,0.0,13229.0,0.0,0.0,0.0,2.0,3.0,1.0,0.0,1.0,1.0,3.0,2.0,3.0,9.0,2.0,203054.0,0.0,0.0,0.0,0.0,0.0,2.0
458,2.0,0.0,0.0,13229.0,0.0,0.0,0.0,3.0,3.0,2.0,0.0,0.0,1.0,3.0,2.0,3.0,6.0,13.0,203054.0,0.0,0.0,0.0,0.0,0.0,2.0
466,3.0,15.0,0.0,15715.0,0.0,0.0,0.0,9.0,2.0,1.0,0.0,0.0,1.0,3.0,2.0,0.0,8.0,9.0,190473.0,0.0,3.0,0.0,0.0,0.0,2.0
469,6.0,12.0,0.0,21972.0,0.0,0.0,0.0,7.0,2.0,1.0,0.0,3.0,1.0,3.0,0.0,1.0,3.0,87.0,191492.0,0.0,0.0,0.0,1.0,1.0,0.0
471,6.0,12.0,0.0,21972.0,0.0,0.0,0.0,12.0,2.0,1.0,0.0,2.0,1.0,3.0,2.0,0.0,9.0,7.0,191492.0,0.0,4.0,0.0,0.0,0.0,2.0
472,2.0,0.0,0.0,13229.0,0.0,0.0,0.0,3.0,3.0,1.0,0.0,1.0,0.0,3.0,2.0,4.0,8.0,1.0,203054.0,0.0,2.0,0.0,0.0,0.0,2.0
474,2.0,0.0,0.0,13229.0,0.0,0.0,0.0,3.0,3.0,1.0,0.0,1.0,1.0,3.0,2.0,0.0,6.0,46.0,203054.0,0.0,2.0,0.0,0.0,0.0,2.0
476,2.0,0.0,0.0,13229.0,0.0,0.0,0.0,3.0,3.0,1.0,0.0,4.0,1.0,3.0,2.0,0.0,8.0,1.0,203054.0,0.0,0.0,0.0,0.0,0.0,2.0
477,2.0,0.0,0.0,13229.0,0.0,0.0,0.0,3.0,3.0,1.0,0.0,1.0,0.0,3.0,2.0,4.0,7.0,13.0,203054.0,0.0,2.0,0.0,0.0,0.0,2.0
478,2.0,0.0,0.0,13229.0,0.0,0.0,0.0,3.0,3.0,1.0,0.0,1.0,0.0,3.0,2.0,1.0,6.0,1.0,203054.0,0.0,2.0,0.0,0.0,0.0,2.0
481,7.0,0.0,0.0,11028.0,0.0,0.0,0.0,15.0,3.0,1.0,0.0,2.0,0.0,3.0,0.0,2.0,6.0,87.0,189401.0,0.0,3.0,0.0,0.0,0.0,0.0
488,2.0,0.0,0.0,13229.0,0.0,0.0,0.0,3.0,3.0,2.0,0.0,0.0,0.0,3.0,2.0,0.0,10.0,9.0,203054.0,0.0,0.0,0.0,0.0,0.0,2.0
492,6.0,12.0,0.0,15523.0,0.0,0.0,0.0,11.0,1.0,1.0,0.0,0.0,0.0,3.0,2.0,2.0,14.0,21.0,185162.0,0.0,0.0,0.0,0.0,0.0,2.0
497,6.0,12.0,0.0,21972.0,0.0,0.0,4.0,7.0,2.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,5.0,87.0,191492.0,0.0,2.0,0.0,1.0,1.0,0.0
498,6.0,12.0,0.0,15523.0,0.0,0.0,0.0,11.0,1.0,1.0,0.0,1.0,1.0,3.0,2.0,1.0,14.0,94.0,185162.0,0.0,0.0,0.0,0.0,0.0,2.0
500,1.0,0.0,0.0,12695.0,0.0,0.0,0.0,2.0,2.0,1.0,0.0,0.0,0.0,2.0,2.0,0.0,4.0,9.0,184150.0,0.0,2.0,0.0,1.0,0.0,2.0
501,2.0,0.0,0.0,13229.0,0.0,0.0,0.0,3.0,3.0,2.0,0.0,0.0,0.0,3.0,2.0,0.0,9.0,54.0,203054.0,0.0,2.0,0.0,0.0,0.0,2.0
503,2.0,0.0,0.0,13229.0,0.0,0.0,0.0,3.0,3.0,1.0,0.0,0.0,1.0,3.0,2.0,2.0,10.0,9.0,203054.0,0.0,2.0,0.0,0.0,0.0,2.0
511,6.0,12.0,0.0,21972.0,0.0,0.0,0.0,2.0,2.0,1.0,0.0,1.0,0.0,3.0,0.0,0.0,3.0,87.0,191492.0,0.0,0.0,0.0,1.0,1.0,0.0
518,2.0,0.0,0.0,13229.0,0.0,0.0,0.0,3.0,3.0,1.0,0.0,0.0,1.0,3.0,2.0,1.0,7.0,1.0,203054.0,0.0,2.0,0.0,0.0,0.0,2.0
519,3.0,12.0,0.0,15476.0,0.0,0.0,0.0,12.0,1.0,1.0,0.0,2.0,0.0,1.0,0.0,0.0,7.0,87.0,190473.0,0.0,2.0,0.0,1.0,0.0,0.0
521,6.0,12.0,0.0,15523.0,0.0,0.0,0.0,12.0,1.0,1.0,0.0,1.0,0.0,3.0,2.0,0.0,14.0,21.0,185162.0,0.0,2.0,0.0,0.0,0.0,2.0
522,6.0,12.0,0.0,21972.0,0.0,0.0,0.0,7.0,2.0,1.0,0.0,0.0,1.0,3.0,2.0,0.0,6.0,1.0,191492.0,0.0,2.0,0.0,1.0,1.0,2.0
523,2.0,0.0,0.0,13229.0,0.0,0.0,0.0,3.0,3.0,1.0,0.0,4.0,1.0,3.0,2.0,0.0,8.0,1.0,203054.0,0.0,2.0,0.0,0.0,0.0,2.0
525,2.0,0.0,0.0,13229.0,0.0,0.0,0.0,3.0,3.0,1.0,0.0,1.0,0.0,3.0,2.0,1.0,7.0,54.0,203054.0,0.0,0.0,0.0,0.0,0.0,2.0
527,2.0,0.0,0.0,13229.0,0.0,0.0,0.0,3.0,3.0,1.0,0.0,0.0,1.0,3.0,2.0,2.0,8.0,19.0,203054.0,0.0,2.0,0.0,0.0,0.0,2.0
530,2.0,0.0,0.0,13229.0,0.0,0.0,0.0,3.0,3.0,1.0,0.0,2.0,1.0,3.0,2.0,4.0,10.0,54.0,203054.0,0.0,2.0,0.0,0.0,0.0,2.0
532,2.0,0.0,0.0,13229.0,0.0,0.0,0.0,3.0,3.0,1.0,0.0,1.0,1.0,3.0,2.0,1.0,8.0,10.0,203054.0,0.0,0.0,0.0,0.0,0.0,2.0
535,0.0,12.0,0.0,15523.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,3.0,87.0,181131.0,0.0,3.0,0.0,1.0,0.0,0.0
536,1.0,0.0,0.0,12695.0,0.0,0.0,0.0,9.0,2.0,1.0,0.0,1.0,0.0,2.0,2.0,0.0,6.0,38.0,184150.0,0.0,2.0,0.0,1.0,0.0,2.0
537,6.0,12.0,0.0,21972.0,0.0,0.0,0.0,2.0,2.0,1.0,0.0,0.0,1.0,3.0,0.0,1.0,4.0,87.0,191492.0,0.0,0.0,0.0,1.0,1.0,0.0
539,2.0,0.0,0.0,13229.0,0.0,0.0,0.0,3.0,3.0,1.0,0.0,2.0,0.0,3.0,2.0,4.0,7.0,1.0,203054.0,0.0,2.0,0.0,0.0,0.0,2.0
542,1.0,0.0,0.0,12695.0,0.0,0.0,0.0,7.0,2.0,1.0,0.0,1.0,1.0,2.0,2.0,1.0,10.0,38.0,184150.0,0.0,2.0,0.0,0.0,0.0,2.0
544,2.0,0.0,0.0,13229.0,0.0,0.0,0.0,1.0,3.0,2.0,0.0,0.0,1.0,3.0,2.0,1.0,9.0,54.0,203054.0,0.0,0.0,0.0,0.0,0.0,2.0
548,2.0,0.0,0.0,13229.0,0.0,0.0,0.0,3.0,3.0,1.0,0.0,1.0,1.0,3.0,2.0,4.0,8.0,54.0,203054.0,0.0,2.0,0.0,0.0,0.0,2.0
552,2.0,0.0,0.0,13229.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,3.0,2.0,0.0,7.0,19.0,203054.0,0.0,2.0,0.0,0.0,0.0,2.0
554,2.0,0.0,0.0,13229.0,0.0,0.0,0.0,3.0,3.0,1.0,0.0,1.0,1.0,3.0,2.0,0.0,10.0,9.0,203054.0,0.0,2.0,0.0,0.0,0.0,2.0
556,2.0,0.0,0.0,13229.0,0.0,0.0,0.0,3.0,3.0,1.0,0.0,2.0,0.0,3.0,2.0,2.0,9.0,54.0,203054.0,0.0,0.0,0.0,0.0,0.0,2.0
557,6.0,0.0,0.0,21972.0,0.0,0.0,0.0,5.0,2.0,1.0,0.0,1.0,1.0,3.0,2.0,4.0,9.0,2.0,191492.0,0.0,3.0,0.0,0.0,0.0,2.0
558,6.0,12.0,0.0,21972.0,0.0,0.0,0.0,2.0,2.0,1.0,0.0,0.0,1.0,2.0,0.0,0.0,5.0,87.0,191492.0,0.0,0.0,0.0,0.0,1.0,0.0
560,6.0,12.0,0.0,21972.0,0.0,0.0,0.0,2.0,2.0,1.0,0.0,1.0,1.0,2.0,0.0,1.0,3.0,87.0,191492.0,0.0,0.0,0.0,1.0,0.0,0.0
562,6.0,12.0,0.0,21972.0,0.0,0.0,0.0,2.0,2.0,1.0,0.0,2.0,0.0,2.0,2.0,2.0,9.0,2.0,191492.0,0.0,0.0,0.0,0.0,0.0,2.0
566,6.0,12.0,0.0,21972.0,0.0,0.0,0.0,2.0,2.0,1.0,0.0,0.0,1.0,2.0,2.0,0.0,8.0,2.0,191492.0,0.0,0.0,0.0,0.0,0.0,2.0
575,2.0,0.0,0.0,13229.0,0.0,0.0,0.0,3.0,3.0,1.0,0.0,4.0,1.0,3.0,2.0,1.0,5.0,10.0,203054.0,0.0,2.0,0.0,0.0,0.0,2.0
578,6.0,12.0,0.0,21972.0,0.0,0.0,0.0,6.0,2.0,1.0,0.0,1.0,1.0,3.0,2.0,1.0,7.0,1.0,191492.0,0.0,0.0,0.0,1.0,1.0,2.0
580,6.0,12.0,0.0,21972.0,0.0,0.0,0.0,11.0,2.0,1.0,0.0,0.0,0.0,3.0,2.0,0.0,7.0,1.0,191492.0,0.0,4.0,0.0,1.0,1.0,2.0
583,2.0,0.0,0.0,13229.0,0.0,0.0,0.0,3.0,3.0,1.0,0.0,4.0,0.0,3.0,2.0,3.0,6.0,54.0,203054.0,0.0,2.0,0.0,0.0,0.0,2.0
586,2.0,0.0,0.0,13229.0,0.0,0.0,0.0,3.0,3.0,1.0,0.0,0.0,0.0,3.0,2.0,1.0,8.0,9.0,203054.0,0.0,2.0,0.0,0.0,0.0,2.0
588,2.0,0.0,0.0,13229.0,0.0,0.0,0.0,3.0,3.0,1.0,0.0,3.0,0.0,3.0,2.0,1.0,5.0,66.0,203054.0,0.0,3.0,0.0,0.0,0.0,2.0
593,6.0,12.0,0.0,21972.0,0.0,0.0,0.0,2.0,2.0,1.0,0.0,0.0,1.0,3.0,2.0,1.0,8.0,10.0,191492.0,0.0,0.0,0.0,0.0,0.0,2.0
594,2.0,0.0,0.0,13229.0,0.0,0.0,0.0,3.0,3.0,1.0,0.0,1.0,1.0,3.0,2.0,2.0,8.0,2.0,203054.0,0.0,2.0,0.0,0.0,0.0,2.0
595,6.0,12.0,0.0,15523.0,0.0,0.0,0.0,5.0,2.0,1.0,0.0,1.0,1.0,3.0,2.0,0.0,9.0,7.0,185162.0,0.0,2.0,0.0,0.0,0.0,2.0
596,2.0,0.0,0.0,13229.0,0.0,0.0,0.0,3.0,3.0,1.0,0.0,1.0,1.0,3.0,2.0,1.0,5.0,19.0,203054.0,0.0,2.0,0.0,0.0,0.0,2.0
605,7.0,0.0,0.0,11028.0,0.0,0.0,0.0,16.0,3.0,0.0,0.0,1.0,1.0,3.0,0.0,2.0,5.0,87.0,189401.0,0.0,0.0,0.0,0.0,0.0,0.0
609,6.0,12.0,0.0,21972.0,0.0,0.0,0.0,7.0,2.0,1.0,0.0,1.0,0.0,3.0,2.0,0.0,6.0,10.0,191492.0,0.0,2.0,0.0,1.0,1.0,2.0
610,2.0,0.0,0.0,13229.0,0.0,0.0,0.0,3.0,3.0,1.0,0.0,2.0,0.0,3.0,2.0,5.0,7.0,54.0,203054.0,0.0,2.0,0.0,0.0,0.0,2.0
612,6.0,12.0,0.0,15523.0,0.0,0.0,0.0,13.0,1.0,1.0,0.0,0.0,1.0,1.0,2.0,0.0,14.0,14.0,185162.0,0.0,0.0,0.0,0.0,0.0,2.0
617,6.0,12.0,0.0,15523.0,0.0,0.0,0.0,13.0,1.0,1.0,0.0,0.0,0.0,3.0,2.0,1.0,11.0,24.0,185162.0,0.0,4.0,0.0,0.0,0.0,2.0
619,6.0,12.0,0.0,21972.0,0.0,0.0,0.0,2.0,2.0,1.0,0.0,0.0,0.0,3.0,2.0,0.0,11.0,7.0,191492.0,0.0,2.0,0.0,0.0,0.0,2.0
621,6.0,11.0,0.0,15523.0,0.0,0.0,0.0,7.0,2.0,1.0,0.0,0.0,0.0,2.0,2.0,0.0,9.0,7.0,185162.0,0.0,2.0,0.0,0.0,0.0,2.0
622,6.0,12.0,0.0,21972.0,0.0,0.0,0.0,7.0,2.0,1.0,0.0,1.0,0.0,3.0,0.0,0.0,5.0,87.0,191492.0,0.0,0.0,0.0,1.0,1.0,0.0
623,7.0,0.0,0.0,11028.0,0.0,0.0,0.0,5.0,3.0,1.0,0.0,0.0,1.0,3.0,0.0,0.0,5.0,87.0,189401.0,0.0,0.0,0.0,0.0,0.0,0.0
627,2.0,0.0,0.0,13229.0,0.0,0.0,0.0,3.0,3.0,1.0,0.0,1.0,0.0,3.0,2.0,3.0,6.0,54.0,203054.0,0.0,3.0,0.0,0.0,0.0,2.0
630,6.0,12.0,0.0,21972.0,0.0,0.0,0.0,6.0,2.0,1.0,0.0,1.0,1.0,3.0,0.0,0.0,5.0,87.0,191492.0,0.0,2.0,0.0,1.0,1.0,0.0
631,7.0,0.0,0.0,11028.0,0.0,0.0,0.0,4.0,3.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,6.0,87.0,189401.0,0.0,2.0,0.0,0.0,0.0,0.0
632,2.0,0.0,0.0,13229.0,0.0,0.0,0.0,3.0,3.0,1.0,0.0,4.0,1.0,3.0,2.0,2.0,7.0,1.0,203054.0,0.0,2.0,0.0,0.0,0.0,2.0
633,2.0,0.0,0.0,13229.0,0.0,0.0,0.0,3.0,3.0,2.0,0.0,0.0,1.0,3.0,2.0,0.0,11.0,13.0,203054.0,0.0,3.0,0.0,0.0,0.0,2.0
634,2.0,0.0,0.0,13229.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,5.0,1.0,3.0,0.0,0.0,5.0,87.0,203054.0,0.0,0.0,0.0,0.0,0.0,0.0
635,2.0,0.0,0.0,13229.0,0.0,0.0,0.0,3.0,3.0,1.0,0.0,3.0,0.0,3.0,2.0,4.0,6.0,1.0,203054.0,0.0,2.0,0.0,0.0,0.0,2.0
636,2.0,0.0,0.0,13229.0,0.0,0.0,0.0,3.0,3.0,1.0,0.0,3.0,0.0,3.0,2.0,2.0,8.0,18.0,203054.0,0.0,2.0,0.0,0.0,0.0,2.0
637,6.0,12.0,0.0,21972.0,0.0,0.0,0.0,2.0,2.0,1.0,0.0,0.0,1.0,2.0,0.0,1.0,5.0,87.0,191492.0,0.0,0.0,0.0,1.0,1.0,0.0
640,6.0,12.0,0.0,21972.0,0.0,0.0,0.0,6.0,2.0,1.0,0.0,0.0,1.0,3.0,2.0,0.0,9.0,21.0,191492.0,0.0,3.0,0.0,0.0,0.0,2.0
643,7.0,0.0,0.0,11028.0,0.0,0.0,0.0,5.0,3.0,1.0,0.0,0.0,1.0,3.0,0.0,0.0,5.0,87.0,189401.0,0.0,2.0,0.0,0.0,0.0,0.0
644,6.0,10.0,0.0,21972.0,0.0,0.0,0.0,2.0,2.0,1.0,0.0,2.0,1.0,2.0,2.0,0.0,5.0,10.0,191492.0,0.0,0.0,0.0,1.0,1.0,2.0
646,2.0,0.0,0.0,13229.0,0.0,0.0,0.0,3.0,3.0,1.0,0.0,3.0,1.0,3.0,2.0,2.0,9.0,1.0,203054.0,0.0,0.0,0.0,0.0,0.0,2.0
649,1.0,0.0,0.0,12695.0,0.0,0.0,0.0,3.0,2.0,1.0,0.0,0.0,1.0,2.0,2.0,1.0,6.0,9.0,184150.0,0.0,0.0,0.0,1.0,0.0,2.0
653,6.0,12.0,0.0,15523.0,0.0,0.0,0.0,12.0,1.0,1.0,0.0,1.0,0.0,1.0,2.0,0.0,9.0,21.0,185162.0,0.0,2.0,0.0,0.0,0.0,2.0
654,2.0,0.0,0.0,13229.0,0.0,0.0,0.0,3.0,3.0,1.0,0.0,1.0,1.0,3.0,2.0,3.0,8.0,1.0,203054.0,0.0,2.0,0.0,0.0,0.0,2.0
655,2.0,0.0,0.0,13229.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,0.0,7.0,1.0,203054.0,0.0,2.0,0.0,0.0,0.0,2.0
657,2.0,0.0,0.0,13229.0,0.0,0.0,0.0,3.0,3.0,1.0,0.0,0.0,1.0,3.0,2.0,1.0,8.0,1.0,203054.0,0.0,2.0,0.0,0.0,0.0,2.0
660,2.0,0.0,0.0,13229.0,0.0,0.0,0.0,3.0,3.0,1.0,0.0,3.0,1.0,3.0,2.0,0.0,8.0,1.0,203054.0,0.0,2.0,0.0,0.0,0.0,2.0
663,6.0,12.0,0.0,21972.0,0.0,0.0,0.0,2.0,2.0,1.0,0.0,0.0,0.0,3.0,0.0,1.0,4.0,87.0,191492.0,0.0,0.0,0.0,1.0,1.0,0.0
672,6.0,12.0,0.0,21972.0,0.0,0.0,0.0,6.0,0.0,2.0,0.0,0.0,0.0,3.0,2.0,0.0,11.0,7.0,191492.0,0.0,3.0,0.0,0.0,0.0,2.0
674,1.0,0.0,0.0,12695.0,0.0,0.0,0.0,2.0,2.0,1.0,0.0,0.0,0.0,2.0,2.0,0.0,4.0,9.0,184150.0,0.0,2.0,0.0,1.0,0.0,2.0
684,2.0,0.0,0.0,13229.0,0.0,0.0,0.0,3.0,3.0,1.0,0.0,2.0,0.0,3.0,2.0,1.0,7.0,54.0,203054.0,0.0,3.0,0.0,0.0,0.0,2.0
685,2.0,0.0,0.0,13229.0,0.0,0.0,0.0,3.0,3.0,1.0,0.0,2.0,1.0,3.0,2.0,4.0,7.0,1.0,203054.0,0.0,2.0,0.0,0.0,0.0,2.0
688,6.0,12.0,0.0,15523.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,13.0,7.0,185162.0,0.0,0.0,0.0,0.0,0.0,2.0
691,6.0,12.0,0.0,21972.0,0.0,0.0,0.0,6.0,2.0,1.0,0.0,0.0,0.0,3.0,2.0,8.0,9.0,97.0,191492.0,0.0,3.0,0.0,0.0,0.0,2.0
692,2.0,0.0,0.0,13229.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,10.0,2.0,184569.0,0.0,0.0,0.0,0.0,0.0,2.0
694,2.0,0.0,0.0,13229.0,0.0,0.0,0.0,3.0,3.0,1.0,0.0,2.0,0.0,3.0,2.0,4.0,6.0,54.0,203054.0,0.0,2.0,0.0,0.0,0.0,2.0
700,2.0,0.0,0.0,13229.0,0.0,0.0,0.0,3.0,3.0,1.0,0.0,0.0,0.0,3.0,2.0,1.0,7.0,9.0,203054.0,0.0,2.0,0.0,0.0,0.0,2.0
702,6.0,12.0,0.0,15523.0,0.0,0.0,0.0,13.0,2.0,1.0,0.0,1.0,1.0,2.0,2.0,1.0,9.0,7.0,185162.0,0.0,3.0,0.0,0.0,0.0,2.0
703,2.0,0.0,0.0,13229.0,0.0,0.0,0.0,3.0,3.0,2.0,0.0,0.0,0.0,3.0,2.0,2.0,10.0,9.0,203054.0,0.0,3.0,0.0,0.0,0.0,2.0
709,2.0,0.0,0.0,13229.0,0.0,0.0,0.0,3.0,3.0,1.0,0.0,2.0,0.0,3.0,2.0,1.0,8.0,13.0,203054.0,0.0,2.0,0.0,0.0,0.0,2.0
710,6.0,12.0,0.0,21972.0,0.0,0.0,0.0,2.0,2.0,1.0,0.0,0.0,1.0,3.0,2.0,2.0,6.0,10.0,191492.0,0.0,0.0,0.0,1.0,1.0,2.0
